index_symbol,index_name,currency,exchange_code,provider_guess,market_scope_guess,category_group,category,summary,stock_index_scope,source_dataset,source_url
0371.Z,STXEA GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0374.Z,STXG30XEA GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
037A.Z,STXG30FIN GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Financials,Financials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
037L.Z,ESTXO+G GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
037M.Z,ESTXBAM GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Financials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
037N.Z,ESTXIND GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Industrials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
037Q.Z,ESTXHEC GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Health Care,Health Care,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
037S.Z,ESTXUTI GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Utilities,Utilities,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
037T.Z,ESTXTEL GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Communication Services,Communications,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
037U.Z,ESTXFIN GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Financials,Financials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
037V.Z,ESTXTEC GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Information Technology,Technology,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0390.Z,STXG30SM NR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Small Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0391.Z,STXG30MD NR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Mid Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0392.Z,STXG30LG NR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Large Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0393.Z,STXG30SM GR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Small Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0394.Z,STXG30MD GR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Mid Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0395.Z,STXG30LG GR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Large Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0396.Z,STXG30SM PR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Small Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0397.Z,STXG30MD PR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Mid Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0398.Z,STXG30LG PR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Large Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0399.Z,STXG30SM NR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Small Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
039X.Z,STXG30SM PR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Small Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
039Y.Z,STXG30MD PR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Mid Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
039Z.Z,STXG30LG PR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Large Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03J0.Z,STXEGTM PR USD,,ZRH,Unclassified / multiple providers,Emerging Markets,Equities,Emerging Markets,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03J1.Z,STXEGTM NR USD,,ZRH,Unclassified / multiple providers,Emerging Markets,Equities,Emerging Markets,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03J2.Z,STXEGTM GR EUR,,ZRH,Unclassified / multiple providers,Emerging Markets,Equities,Emerging Markets,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03J3.Z,STXEGTM GR USD,,ZRH,Unclassified / multiple providers,Emerging Markets,Equities,Emerging Markets,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03J4.Z,STXMATM PR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Materials,Materials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03J5.Z,STXMATM NR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Materials,Materials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03J6.Z,STXMATM PR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Materials,Materials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03J7.Z,STXMATM NR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Materials,Materials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03J8.Z,STXMATM GR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Materials,Materials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03J9.Z,STXMATM GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Materials,Materials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03JA.Z,STXG30MD NR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Mid Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03JB.Z,STXG30LG NR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Large Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03JC.Z,STXG30SM GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Small Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03JD.Z,STXG30MD GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Mid Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03JE.Z,STXG30LG GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Large Cap,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03JL.Z,STXDMTM PR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Developed Markets,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03JM.Z,STXDMTM NR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Developed Markets,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03JN.Z,STXDMTM PR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Developed Markets,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03JP.Z,STXDMTM NR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Developed Markets,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03JQ.Z,STXDMTM GR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Developed Markets,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03JR.Z,STXDMTM GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Developed Markets,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
03JS.Z,STXILTM PR EUR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Industrials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
